Title,Year,Runtime,Actors,IMDB Rating,Metascore,IMDB Votes,Box Office,Description,Tagline,Budget,Revenue,TMDB Rating,Vote Count,Month,Day,Action,Adventure,Animation,Biography,Comedy,Crime,Documentary,Drama,Family,Fantasy,Film-Noir,History,Horror,Music,Musical,Mystery,Romance,Sci-Fi,Sport,Thriller,War,Western,Approved,G,GP,M,M/PG,NC-17,Not Rated,PG,PG-13,R,TV-MA,Unrated,Top_Production_Company,Top_Director,Top_Writer,Domestic,International,English_Language,Other_Language,Oscars_Won,Oscars_Nominated,Wins,Nominations
All About Eve,1950,138,"Bette Davis, Anne Baxter, George Sanders",8.2,98.0,145739,63463.0,"Eve Harrington (Anne Baxter) is waiting backstage to meet her idol, talented but aging Broadway star Margo Channing (Bette Davis). It seems innocent enough as Eve explains that she has seen Margo in EVERY performance of her current play. Margo and her friends take Eve under their wing but only theatre critic Addison DeWitt (George Sanders) sees through Eve's evil plan, which is to take Margo's parts and her fiancé, Bill Simpson (Gary Merrill) too.",It's all about women... and their men!,1400000,8400000,8.077,1595,10,27,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,6,0,27,22
Predators,2010,107,"Adrien Brody, Laurence Fishburne, Topher Grace",6.4,51.0,250491,52000688.0,"When a group of elite warriors find themselves in a jungle they realize that they are on a completely different planet and it's home to a race of extraterrestrial hunters. The group consists of a mercenary known as Royce, an IDF sniper known as Isabelle, a Russian Spetsnaz known as Nikolai, a drug cartel enforcer known as Cuchillo, an RUF officer known as Mombasa, a death row inmate known as Stans, a Yakuza assassin known as Hanzo, and an American doctor known as Edwin. It's up to these 8 individuals to stop their hunters and get off the planet.",They are the most dangerous killers on the planet. But this is not our planet.,40000000,127200000,6.279,4319,7,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,2,4
Eighth Grade,2018,93,"Elsie Fisher, Josh Hamilton, Emily Robinson",7.4,87.0,83906,13539709.0,"In his feature film directorial debut, comedian Bo Burnham deftly encapsulates the awkwardness, angst, self-loathing and reinvention that a teenage girl goes through on the cusp of high school. Given that the 27-year-old stand-up comic achieved fame as a teenager himself through YouTube by riffing on his insecurities, he is uniquely capable as the film's writer and director to tell the story of Kayla, an anxious girl navigating the final days of her eighth grade year, despite creating a protagonist female instead of male. Like Burnham did more than a decade ago, 13-year-old Kayla turns to YouTube to express herself, where she makes advice blogs in which she pretends to have it all together. In reality, Kayla is sullen and silent around her single father and her peers at school, carrying out most of her interactions with her classmates on Instagram and Twitter. Her YouTube videos are a clever narrative tool that provide insight into her inner hopes and dreams, much like an inspirational online diary. One of Eighth Grade's biggest triumphs is in its realism.",Based on the most awkward year of your life,2000000,13539709,7.164,1580,8,3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,60,94
Sin City: A Dame to Kill For,2014,102,"Mickey Rourke, Jessica Alba, Josh Brolin",6.5,46.0,173628,13757804.0,"Marv is unconscious on a highway surrounded by corpses. When he awakes, he has amnesia and tries to recall his last steps from the Kadie's saloon on the Saturday night. He recalls that he found four playboys burning a homeless man alive and defended the poor man. Marv hunts them down and kills the group. The cocky gambler Johnny hits jackpot in slot machines in the Kadie's saloon and invites the waitress Marcie to go with him to play poker game against the powerful Senator Roark. He wins the game and suffers the consequence of his arrogance. The private detective Dwight McCarthy is contacted by his former lover Ava Lord that asks to meet him at the Kadie's saloon. Ava asks him for forgiveness for leaving him to marry the wealthy Damian Lord. However her strong chauffeur Manute takes her home. Dwight snoops around Ava's house but is found and beaten by Manute and the bodyguards. When he returns home, Ava is waiting for him naked in the bed and seduces him again. Then she tells that Damian and Manute torture her and soon she will be killed. Once again Manute takes Ava with him and hits Dwight that invites Marv to help him to rescue Ava. Damian denies the accusation but Dwight beats him to death while Marv tear Manute's eye out. But soon Dwight finds that he was lured by Ava that shoots him. Marv rescues Dwight and takes him to the Old Town where Dwight finds his former lover Gail that helps him to recover while Dwight plots revenge against Ava.",There is no justice without sin.,65000000,39407616,6.392,3955,8,22,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,4,6
Wall Street,1987,126,"Charlie Sheen, Michael Douglas, Tamara Tunie",7.3,56.0,170237,43848069.0,"On the Wall Street of the 1980s, Bud Fox is a stockbroker full of ambition, doing whatever he can to make his way to the top. Admiring the power of the unsparing corporate raider Gordon Gekko, Fox entices Gekko into mentoring him by providing insider trading. As Fox becomes embroiled in greed and underhanded schemes, his decisions eventually threaten the livelihood of his scrupulous father. Faced with this dilemma, Fox questions his loyalties.",Every dream has a price.,15000000,43900000,7.164,2126,12,11,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,9,4
Monster House,2006,91,"Mitchel Musso, Sam Lerner, Spencer Locke",6.7,68.0,147650,73661010.0,"13-year-old DJ is observing his neighbor Nebbercracker on the other side of the street in the suburb that destroys tricycles of children that trespass his lawn. When DJ's parents travel on the eve of Halloween and the abusive babysitter Zee stays with him, he calls his clumsy best friend Chowder to play basketball. But when the ball falls in Nebbercracker's lawn, the old man has a heart attack, and soon they find that the house is a monster. Later the boys rescue the smart Jenny from the house and the trio unsuccessfully tries to convince the babysitter, her boyfriend Bones and two police officers that the haunted house is a monster, but nobody believes them. The teenagers ask their video-game addicted acquaintance Skull how to destroy the house, and they disclose its secret on the Halloween night.",There goes the neighborhood.,75000000,140175006,6.692,4095,7,21,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,4,23
The Insider,1999,157,"Russell Crowe, Al Pacino, Christopher Plummer",7.8,85.0,187095,29089912.0,"Balls-out 60 Minutes (1968) Producer Lowell Bergman (Al Pacino) sniffs a story when a former research biologist for Brown &amp; Williamson, Jeff Wigand (Russell Crowe), won't talk to him. When the company leans hard on Wigand to honor a confidentiality agreement, he gets his back up. Trusting Bergman, and despite a crumbling marriage, he goes on camera for a Mike Wallace (Christopher Plummer) interview and risks arrest for contempt of court. Westinghouse is negotiating to buy CBS, so CBS attorneys advise CBS News to shelve the interview and avoid a lawsuit. 60 Minutes (1968) and CBS News bosses cave, Wigand is hung out to dry, Bergman is compromised, and the CEOs of Big Tobacco may get away with perjury. Will the truth come out?",Two men driven to tell the truth … whatever the cost.,90000000,60300000,7.458,1900,11,5,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,7,23,58
Ambulance,2022,136,"Jake Gyllenhaal, Yahya Abdul-Mateen II, Eiza González",6.1,55.0,108338,22781115.0,Two robbers steal an ambulance after their heist goes awry.,It was supposed to be a simple heist.,40000000,52303589,6.649,2251,4,8,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,11
Dick Tracy,1990,105,"Warren Beatty, Madonna, Al Pacino",6.2,68.0,68468,103738726.0,"All Tess Trueheart wants is to settle down to a quiet life with her boyfriend, detective Dick Tracy. But there's something pretty rotten going on in town, with someone pretty rotten behind it, and Tracy has his hands full with the likes of villain Big Boy Caprice and with the almost irresistible Breathless Mahoney.",Their turf. Their game. Their rules. They didn't count on HIS law...,47000000,103738726,6.155,973,6,15,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,3,0,9,37
Minions: The Rise of Gru,2022,87,"Steve Carell, Pierre Coffin, Alan Arkin",6.5,56.0,98505,370549695.0,"In the heart of the 1970s, amidst a flurry of feathered hair and flared jeans, Gru (Steve Carell) is growing up in the suburbs. A fanboy of a supervillain supergroup known as the Vicious 6, Gru hatches a plan to become evil enough to join them. Luckily, he gets some mayhem-making back-up from his loyal followers, the Minions. Together, Kevin, Stuart, Bob, and Otto - a new Minion sporting braces and a desperate need to please - deploy their skills as they and Gru build their first lair, experiment with their first weapons, and pull off their first missions. When the Vicious 6 oust their leader, legendary fighter Wild Knuckles (Alan Arkin), Gru interviews to become their newest member. It doesn't go well (to say the least), and only gets worse after Gru outsmarts them and suddenly finds himself the mortal enemy of the apex of evil. On the run, Gru will turn to an unlikely source for guidance, Wild Knuckles, and discover that even bad guys need a little help from their friends.",A villain will rise.,85000000,940203765,7.294,3783,7,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,1,18
Good Luck Chuck,2007,96,"Dane Cook, Jessica Alba, Dan Fogler",5.6,19.0,96879,35017297.0,"Early thirty-something dentist Dr. Charlie Logan has never experienced true love, despite having had a number of girlfriends over the years. After an announcement by one of his ex-girlfriends as such at her wedding, Charlie gets a reputation as being a good luck charm. Every woman he has slept with has met and married her dream man immediately following. He is encouraged to exploit this reputation by his long time best friend, Dr. Stu Klaminsky, a sex obsessed, sex starved schlub who became a plastic surgeon just so that he could masturbate over the sight of women's breasts. Charlie doesn't want to be solely a stepping stone for women, which is how they end up treating him once he gains this reputation as a lucky charm, but rather one's true love. He believes the woman of his dreams is accident-prone Cam Wexler, who works as the penguin caretaker at the aquarium. Cam initially doesn't want to date Charlie because of his reputation as a one-night stand type of guy. Charlie in turn doesn't want to sleep with Cam as he is certain she will find her true love after they do. Cam's true love seems destined to be penguin expert Howard Blaine. To get to true happiness, Charlie feels he needs to speak to Anisha Carpenter, who he feels is the cause of his current problems. Anisha ends up helping him in a way he doesn't expect.",He has to break his curse before she breaks his heart.,25000000,59768495,5.9,1559,9,21,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,3
The Cannonball Run,1981,95,"Burt Reynolds, Roger Moore, Farrah Fawcett",6.2,28.0,42098,72179579.0,"This comedy movie brings Burt Reynolds, Sir Roger Moore, Farrah Fawcett, Dom DeLuise, Dean Martin, Sammy Davis, Jr. and an all-star cast to the starting line of the ultimate auto race, a madcap cross-country scramble that roars full-speed ahead. This action-comedy was inspired by an actual event: the Cannonball Baker Sea-To-Shining-Sea Memorial Trophy Dash, an anything goes, all-stops-out, and very much illegal, competition that has grown to legendary proportions within the last ten years.",You'll root for them all...but you'll never guess who wins.,18000000,72179579,6.2,659,6,19,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,4
The Giver,2014,97,"Brenton Thwaites, Jeff Bridges, Meryl Streep",6.4,47.0,128044,45090374.0,"A youth named Jonas lives in an equalized, literally colorless, but pleasant society with no knowledge of love or pain and such. When he and his best friends Asher and Fiona come of age, they receive their societal roles, with Jonas given the rare position of Receiver (of Memories). Because of this, he meets a mentoring elder Receiver (later called The Giver). They look at memories of the past world, of joy, of pain, and of love. As Jonas receives these memories, he breaks the cardinal rule against sharing them with others, thereby getting in trouble with the watchful Chief Elder. When Jonas discovers that an infant boy named Gabriel will be terminated, his efforts to save the child puts him squarely against his society. Deciding that all must re-learn to see color, to feel pain, and to show and receive love, Jonas becomes public enemy number one.",Search for truth. Find freedom.,25000000,66980456,6.556,4498,8,15,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,3,6
The Mortal Instruments: City of Bones,2013,130,"Lily Collins, Jamie Campbell Bower, Robert Sheehan",5.8,33.0,141430,31165421.0,"Set in contemporary New York City, a seemingly ordinary teenager, Clary Fray, discovers she is the descendant of a line of Shadowhunters, a secret cadre of young half-angel warriors locked in an ancient battle to protect our world from demons. After the disappearance of her mother, Clary must join forces with a group of Shadow Hunters, who introduce her to a dangerous alternate New York called the Shadow World, filled with demons, warlocks, vampires, werewolves and other deadly creatures.",There is a world hidden within our own.,60000000,95396573,6.443,4519,8,21,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,6,11
Moonstruck,1988,102,"Cher, Nicolas Cage, Olympia Dukakis",7.2,83.0,74608,80640528.0,"No sooner does Italian-American widow Loretta accept a marriage proposal from her doltish boyfriend, Johnny, then she finds herself falling for his younger brother, Ronny. She tries to resist, but Ronny lost his hand in an accident he blames on his brother, and has no scruples about aggressively pursuing her while Johnny is out of the country. As Loretta falls deeper in love, she comes to learn that she's not the only one in her family with a secret romance.",Life. Family. Love.,15000000,122100000,6.863,1015,1,15,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,3,0,18,19
